"","V1"
"Accuracy",0.76401028277635
"Kappa",0.543524462273294
"AccuracyLower",0.750342786683774
"AccuracyUpper",0.77728006301529
"AccuracyNull",0.581491002570694
"AccuracyPValue",3.02728290413268e-126
"McnemarPValue",NA
