"","V1"
"Accuracy",0.768535262206148
"Kappa",0.534442242661533
"AccuracyLower",0.754919655107398
"AccuracyUpper",0.781744305238079
"AccuracyNull",0.603719969000258
"AccuracyPValue",6.53814579293208e-105
"McnemarPValue",NA
