"","0","1","2","3","4","5"
"0",356,0,3,3,6,24
"1",0,0,1,0,1,2
"2",1,0,17,0,1,6
"3",1,3,0,216,6,24
"4",4,0,1,5,125,23
"5",146,111,113,128,286,2258
