"","V1"
"Accuracy",0.698785843451305
"Kappa",0.368787055171869
"AccuracyLower",0.68405790062075
"AccuracyUpper",0.71321312924417
"AccuracyNull",0.603719969000258
"AccuracyPValue",5.23200905548978e-35
"McnemarPValue",NA
