"","0","1","2","3","4","5"
"0",291,4,2,13,19,67
"1",0,0,0,0,0,0
"2",0,1,2,0,0,1
"3",53,0,16,96,4,8
"4",1,0,0,1,60,5
"5",163,109,115,242,342,2256
