"","V1"
"Accuracy",0.732627228106432
"Kappa",0.488883998622221
"AccuracyLower",0.71838350645261
"AccuracyUpper",0.746518959398027
"AccuracyNull",0.603719969000258
"AccuracyPValue",1.04646162975106e-63
"McnemarPValue",5.56240346486924e-65
