"","V1"
"Accuracy",0.767760268664428
"Kappa",0.537068283189467
"AccuracyLower",0.754129749840273
"AccuracyUpper",0.780985402720821
"AccuracyNull",0.603719969000258
"AccuracyPValue",6.74140408459735e-104
"McnemarPValue",NA
