"","0","1","2","3","4","5"
"0",351,0,2,4,8,24
"1",0,0,0,0,0,0
"2",0,0,17,0,0,0
"3",3,3,1,216,5,25
"4",4,0,0,1,112,11
"5",150,111,115,131,300,2277
