"","0","1","2","3","4","5"
"0",354,0,3,3,7,24
"1",0,0,1,0,1,2
"2",1,0,17,0,1,6
"3",1,3,0,215,6,23
"4",4,0,1,5,125,24
"5",148,111,113,129,285,2258
