"","V1"
"Accuracy",0.758868894601542
"Kappa",0.524548093179619
"AccuracyLower",0.745106248804833
"AccuracyUpper",0.772241605630913
"AccuracyNull",0.581491002570694
"AccuracyPValue",5.14527448274229e-119
"McnemarPValue",NA
