"","V1"
"Accuracy",0.758611825192802
"Kappa",0.521885394958861
"AccuracyLower",0.744844491944873
"AccuracyUpper",0.771989612651327
"AccuracyNull",0.581491002570694
"AccuracyPValue",1.16547207963727e-118
"McnemarPValue",NA
