"","V1"
"Accuracy",0.986375321336761
"Kappa",0.971568143026155
"AccuracyLower",0.982216051161712
"AccuracyUpper",0.989777972041486
"AccuracyNull",0.692287917737789
"AccuracyPValue",0
"McnemarPValue",0.270122487621513
