"","V1"
"Accuracy",0.760575119816629
"Kappa",0.760124186136168
"AccuracyLower",0.748241164839697
"AccuracyUpper",0.772591278442864
"AccuracyNull",0.00708480933527818
"AccuracyPValue",0
"McnemarPValue",NA
