"","V1"
"Accuracy",0.713690352156699
"Kappa",0.713115634244368
"AccuracyLower",0.700669573202237
"AccuracyUpper",0.726450678826612
"AccuracyNull",0.00708480933527818
"AccuracyPValue",0
"McnemarPValue",NA
