"","0","1","2","3","4","5"
"0",369,3,3,22,17,40
"1",0,0,0,0,0,0
"2",1,0,3,0,2,0
"3",5,0,15,101,1,3
"4",0,0,1,1,84,6
"5",213,114,114,232,327,2213
