"","V1"
"Accuracy",0.773778920308483
"Kappa",0.561286985492302
"AccuracyLower",0.760299724157285
"AccuracyUpper",0.786845608060019
"AccuracyNull",0.581491002570694
"AccuracyPValue",1.14548050242863e-140
"McnemarPValue",NA
