"","V1"
"Accuracy",0.770179948586118
"Kappa",0.55205199693181
"AccuracyLower",0.756630213629253
"AccuracyUpper",0.783322626376997
"AccuracyNull",0.581491002570694
"AccuracyPValue",3.00537829093558e-135
"McnemarPValue",NA
