"","0","1","2","3","4","5"
"0",378,0,1,0,6,8
"1",1,0,0,0,0,1
"2",1,1,17,0,0,4
"3",2,0,1,235,4,6
"4",3,0,1,4,143,11
"5",203,116,116,117,278,2232
