"","V1"
"Accuracy",0.766985275122707
"Kappa",0.535283170268702
"AccuracyLower",0.753339907308398
"AccuracyUpper",0.780226437396141
"AccuracyNull",0.603719969000258
"AccuracyPValue",6.86111902047015e-103
"McnemarPValue",NA
