"","V1"
"Accuracy",0.768018599845001
"Kappa",0.532395476441256
"AccuracyLower",0.754393044614588
"AccuracyUpper",0.781238377216017
"AccuracyNull",0.603719969000258
"AccuracyPValue",3.10179912417194e-104
"McnemarPValue",NA
